n,e,P_i,P_r,Days_Taken,survivors,Everyone_Dead,Infection_Type,Graph_Type,intital_number_of_infected,intital_number_of_immune,Successful_infections
30,122,0.5,0.6,13,17,False,ConstantRate,random,1,0,30
50,222,0.5,0.6,13,24,False,ConstantRate,random,1,0,50
70,322,0.5,0.6,13,45,False,ConstantRate,random,1,0,70
30,125,0.5,0.6,12,20,False,ConstantRate,barabasi,1,0,30
30,121,0.5,0.6,12,21,False,ConstantRate,barabasi,1,0,30
30,119,0.5,0.6,13,20,False,ConstantRate,barabasi,1,0,30
30,123,0.5,0.6,13,15,False,ConstantRate,barabasi,1,0,30
30,126,0.5,0.6,12,17,False,ConstantRate,barabasi,1,0,30
30,122,0.5,0.6,13,20,False,ConstantRate,barabasi,1,0,30
30,119,0.5,0.6,12,19,False,ConstantRate,barabasi,1,0,30
30,123,0.5,0.6,13,14,False,ConstantRate,barabasi,1,0,30
30,118,0.5,0.6,13,18,False,ConstantRate,barabasi,1,0,30
30,119,0.5,0.6,13,21,False,ConstantRate,barabasi,1,0,30
30,125,0.5,0.6,13,15,False,ConstantRate,barabasi,1,0,30
30,120,0.5,0.6,13,18,False,ConstantRate,barabasi,1,0,30
30,129,0.5,0.6,13,23,False,ConstantRate,barabasi,1,0,30
30,126,0.5,0.6,12,15,False,ConstantRate,barabasi,1,0,30
30,122,0.5,0.6,13,15,False,ConstantRate,barabasi,1,0,30
30,124,0.5,0.6,13,17,False,ConstantRate,barabasi,1,0,30
30,128,0.5,0.6,13,20,False,ConstantRate,barabasi,1,0,30
30,120,0.5,0.6,13,18,False,ConstantRate,barabasi,1,0,30
30,120,0.5,0.6,13,20,False,ConstantRate,barabasi,1,0,30
30,124,0.5,0.6,13,19,False,ConstantRate,barabasi,1,0,30
30,119,0.5,0.6,13,16,False,ConstantRate,barabasi,1,0,30
30,119,0.5,0.6,13,18,False,ConstantRate,barabasi,1,0,30
30,127,0.5,0.6,13,18,False,ConstantRate,barabasi,1,0,30
30,119,0.5,0.6,12,18,False,ConstantRate,barabasi,1,0,30
30,116,0.5,0.6,12,19,False,ConstantRate,barabasi,1,0,30
30,118,0.5,0.6,12,20,False,ConstantRate,barabasi,1,0,30
30,121,0.5,0.6,12,18,False,ConstantRate,barabasi,1,0,30
30,126,0.5,0.6,12,15,False,ConstantRate,barabasi,1,0,30
30,121,0.5,0.6,12,14,False,ConstantRate,barabasi,1,0,30
30,131,0.5,0.6,14,13,False,ConstantRate,barabasi,1,0,30
30,120,0.5,0.6,12,20,False,ConstantRate,barabasi,1,0,30
30,125,0.5,0.6,12,18,False,ConstantRate,barabasi,1,0,30
30,124,0.5,0.6,12,21,False,ConstantRate,barabasi,1,0,30
30,128,0.5,0.6,13,11,False,ConstantRate,barabasi,1,0,30
30,123,0.5,0.6,13,14,False,ConstantRate,barabasi,1,0,30
30,121,0.5,0.6,13,15,False,ConstantRate,barabasi,1,0,30
30,121,0.5,0.6,12,22,False,ConstantRate,barabasi,1,0,30
30,122,0.5,0.6,12,18,False,ConstantRate,barabasi,1,0,30
30,125,0.5,0.6,13,17,False,ConstantRate,barabasi,1,0,30
30,127,0.5,0.6,13,17,False,ConstantRate,barabasi,1,0,30
30,124,0.5,0.6,13,17,False,ConstantRate,barabasi,1,0,30
30,123,0.5,0.6,13,15,False,ConstantRate,barabasi,1,0,30
30,126,0.5,0.6,12,20,False,ConstantRate,barabasi,1,0,30
30,124,0.5,0.6,12,16,False,ConstantRate,barabasi,1,0,30
30,128,0.5,0.6,13,19,False,ConstantRate,barabasi,1,0,30
30,120,0.5,0.6,14,22,False,ConstantRate,barabasi,1,0,30
30,118,0.5,0.6,13,20,False,ConstantRate,barabasi,1,0,30
30,127,0.5,0.6,12,20,False,ConstantRate,barabasi,1,0,30
30,120,0.5,0.6,13,21,False,ConstantRate,barabasi,1,0,30
30,120,0.5,0.6,13,14,False,ConstantRate,barabasi,1,0,30
30,119,0.5,0.6,13,20,False,ConstantRate,barabasi,1,0,30
30,120,0.5,0.6,13,22,False,ConstantRate,barabasi,1,0,30
30,123,0.5,0.6,13,13,False,ConstantRate,barabasi,1,0,30
30,121,0.5,0.6,13,19,False,ConstantRate,barabasi,1,0,30
30,128,0.5,0.6,12,17,False,ConstantRate,barabasi,1,0,30
30,120,0.5,0.6,12,22,False,ConstantRate,barabasi,1,0,30
30,119,0.5,0.6,12,23,False,ConstantRate,barabasi,1,0,30
30,120,0.5,0.6,12,18,False,ConstantRate,barabasi,1,0,30
30,126,0.5,0.6,12,18,False,ConstantRate,barabasi,1,0,30
30,131,0.5,0.6,12,22,False,ConstantRate,barabasi,1,0,30
30,119,0.5,0.6,13,16,False,ConstantRate,barabasi,1,0,30
30,125,0.5,0.6,13,22,False,ConstantRate,barabasi,1,0,30
30,124,0.5,0.6,13,19,False,ConstantRate,barabasi,1,0,30
30,123,0.5,0.6,12,12,False,ConstantRate,barabasi,1,0,30
30,121,0.5,0.6,13,18,False,ConstantRate,barabasi,1,0,30
30,121,0.5,0.6,12,15,False,ConstantRate,barabasi,1,0,30
30,121,0.5,0.6,13,21,False,ConstantRate,barabasi,1,0,30
30,120,0.5,0.6,14,18,False,ConstantRate,barabasi,1,0,30
30,127,0.5,0.6,12,19,False,ConstantRate,barabasi,1,0,30
30,123,0.5,0.6,12,16,False,ConstantRate,barabasi,1,0,30
30,126,0.5,0.6,13,15,False,ConstantRate,barabasi,1,0,30
30,126,0.5,0.6,13,20,False,ConstantRate,barabasi,1,0,30
30,127,0.5,0.6,13,19,False,ConstantRate,barabasi,1,0,30
30,122,0.5,0.6,12,20,False,ConstantRate,barabasi,1,0,30
30,123,0.5,0.6,12,17,False,ConstantRate,barabasi,1,0,30
30,130,0.5,0.6,12,16,False,ConstantRate,barabasi,1,0,30
30,127,0.5,0.6,14,21,False,ConstantRate,barabasi,1,0,30
30,121,0.5,0.6,12,15,False,ConstantRate,barabasi,1,0,30
30,128,0.5,0.6,12,18,False,ConstantRate,barabasi,1,0,30
30,121,0.5,0.6,12,17,False,ConstantRate,barabasi,1,0,30
30,120,0.5,0.6,14,15,False,ConstantRate,barabasi,1,0,30
30,119,0.5,0.6,13,17,False,ConstantRate,barabasi,1,0,30
30,124,0.5,0.6,13,18,False,ConstantRate,barabasi,1,0,30
30,122,0.5,0.6,14,15,False,ConstantRate,barabasi,1,0,30
30,127,0.5,0.6,12,20,False,ConstantRate,barabasi,1,0,30
30,126,0.5,0.6,13,16,False,ConstantRate,barabasi,1,0,30
30,124,0.5,0.6,13,20,False,ConstantRate,barabasi,1,0,30
30,126,0.5,0.6,13,19,False,ConstantRate,barabasi,1,0,30
30,119,0.5,0.6,13,19,False,ConstantRate,barabasi,1,0,30
30,115,0.5,0.6,14,16,False,ConstantRate,barabasi,1,0,30
30,123,0.5,0.6,14,17,False,ConstantRate,barabasi,1,0,30
30,122,0.5,0.6,12,15,False,ConstantRate,barabasi,1,0,30
30,121,0.5,0.6,12,13,False,ConstantRate,barabasi,1,0,30
30,121,0.5,0.6,13,20,False,ConstantRate,barabasi,1,0,30
30,120,0.5,0.6,13,17,False,ConstantRate,barabasi,1,0,30
30,122,0.5,0.6,13,16,False,ConstantRate,barabasi,1,0,30
30,131,0.5,0.6,12,28,False,ConstantRate,barabasi,1,0,30
30,126,0.5,0.6,13,18,False,ConstantRate,barabasi,1,0,30
30,124,0.5,0.6,13,17,False,ConstantRate,barabasi,1,0,30
30,128,0.5,0.6,12,24,False,ConstantRate,barabasi,1,0,30
50,225,0.5,0.6,13,31,False,ConstantRate,barabasi,1,0,50
50,221,0.5,0.6,14,30,False,ConstantRate,barabasi,1,0,50
50,219,0.5,0.6,13,28,False,ConstantRate,barabasi,1,0,50
50,223,0.5,0.6,14,35,False,ConstantRate,barabasi,1,0,50
50,226,0.5,0.6,13,30,False,ConstantRate,barabasi,1,0,50
50,222,0.5,0.6,15,35,False,ConstantRate,barabasi,1,0,50
50,219,0.5,0.6,13,24,False,ConstantRate,barabasi,1,0,50
50,223,0.5,0.6,13,27,False,ConstantRate,barabasi,1,0,50
50,218,0.5,0.6,12,32,False,ConstantRate,barabasi,1,0,50
50,219,0.5,0.6,14,27,False,ConstantRate,barabasi,1,0,50
50,225,0.5,0.6,13,30,False,ConstantRate,barabasi,1,0,50
50,220,0.5,0.6,13,26,False,ConstantRate,barabasi,1,0,50
50,229,0.5,0.6,13,31,False,ConstantRate,barabasi,1,0,50
50,226,0.5,0.6,12,29,False,ConstantRate,barabasi,1,0,50
50,222,0.5,0.6,13,21,False,ConstantRate,barabasi,1,0,50
50,224,0.5,0.6,13,25,False,ConstantRate,barabasi,1,0,50
50,228,0.5,0.6,14,31,False,ConstantRate,barabasi,1,0,50
50,220,0.5,0.6,13,27,False,ConstantRate,barabasi,1,0,50
50,220,0.5,0.6,15,32,False,ConstantRate,barabasi,1,0,50
50,224,0.5,0.6,13,28,False,ConstantRate,barabasi,1,0,50
50,219,0.5,0.6,12,25,False,ConstantRate,barabasi,1,0,50
50,219,0.5,0.6,13,28,False,ConstantRate,barabasi,1,0,50
50,227,0.5,0.6,13,27,False,ConstantRate,barabasi,1,0,50
50,219,0.5,0.6,13,33,False,ConstantRate,barabasi,1,0,50
50,216,0.5,0.6,13,28,False,ConstantRate,barabasi,1,0,50
50,218,0.5,0.6,14,30,False,ConstantRate,barabasi,1,0,50
50,221,0.5,0.6,14,32,False,ConstantRate,barabasi,1,0,50
50,226,0.5,0.6,13,32,False,ConstantRate,barabasi,1,0,50
50,221,0.5,0.6,13,35,False,ConstantRate,barabasi,1,0,50
50,231,0.5,0.6,13,30,False,ConstantRate,barabasi,1,0,50
50,220,0.5,0.6,12,32,False,ConstantRate,barabasi,1,0,50
50,225,0.5,0.6,14,27,False,ConstantRate,barabasi,1,0,50
50,224,0.5,0.6,14,37,False,ConstantRate,barabasi,1,0,50
50,228,0.5,0.6,12,33,False,ConstantRate,barabasi,1,0,50
50,223,0.5,0.6,13,36,False,ConstantRate,barabasi,1,0,50
50,221,0.5,0.6,14,33,False,ConstantRate,barabasi,1,0,50
50,221,0.5,0.6,13,28,False,ConstantRate,barabasi,1,0,50
50,222,0.5,0.6,13,24,False,ConstantRate,barabasi,1,0,50
50,225,0.5,0.6,13,33,False,ConstantRate,barabasi,1,0,50
50,227,0.5,0.6,14,30,False,ConstantRate,barabasi,1,0,50
50,224,0.5,0.6,13,29,False,ConstantRate,barabasi,1,0,50
50,223,0.5,0.6,14,31,False,ConstantRate,barabasi,1,0,50
50,226,0.5,0.6,13,33,False,ConstantRate,barabasi,1,0,50
50,224,0.5,0.6,13,26,False,ConstantRate,barabasi,1,0,50
50,228,0.5,0.6,13,31,False,ConstantRate,barabasi,1,0,50
50,220,0.5,0.6,13,28,False,ConstantRate,barabasi,1,0,50
50,218,0.5,0.6,13,32,False,ConstantRate,barabasi,1,0,50
50,227,0.5,0.6,13,28,False,ConstantRate,barabasi,1,0,50
50,220,0.5,0.6,13,30,False,ConstantRate,barabasi,1,0,50
50,220,0.5,0.6,13,27,False,ConstantRate,barabasi,1,0,50
50,219,0.5,0.6,13,28,False,ConstantRate,barabasi,1,0,50
50,220,0.5,0.6,14,31,False,ConstantRate,barabasi,1,0,50
50,223,0.5,0.6,13,27,False,ConstantRate,barabasi,1,0,50
50,221,0.5,0.6,12,31,False,ConstantRate,barabasi,1,0,50
50,228,0.5,0.6,13,31,False,ConstantRate,barabasi,1,0,50
50,220,0.5,0.6,12,28,False,ConstantRate,barabasi,1,0,50
50,219,0.5,0.6,13,30,False,ConstantRate,barabasi,1,0,50
50,220,0.5,0.6,13,24,False,ConstantRate,barabasi,1,0,50
50,226,0.5,0.6,13,23,False,ConstantRate,barabasi,1,0,50
50,231,0.5,0.6,13,31,False,ConstantRate,barabasi,1,0,50
50,219,0.5,0.6,13,35,False,ConstantRate,barabasi,1,0,50
50,225,0.5,0.6,14,33,False,ConstantRate,barabasi,1,0,50
50,224,0.5,0.6,12,33,False,ConstantRate,barabasi,1,0,50
50,223,0.5,0.6,13,30,False,ConstantRate,barabasi,1,0,50
50,221,0.5,0.6,12,28,False,ConstantRate,barabasi,1,0,50
50,221,0.5,0.6,13,29,False,ConstantRate,barabasi,1,0,50
50,221,0.5,0.6,12,37,False,ConstantRate,barabasi,1,0,50
50,220,0.5,0.6,13,32,False,ConstantRate,barabasi,1,0,50
50,227,0.5,0.6,13,30,False,ConstantRate,barabasi,1,0,50
50,223,0.5,0.6,13,36,False,ConstantRate,barabasi,1,0,50
50,226,0.5,0.6,13,34,False,ConstantRate,barabasi,1,0,50
50,226,0.5,0.6,13,26,False,ConstantRate,barabasi,1,0,50
50,227,0.5,0.6,13,27,False,ConstantRate,barabasi,1,0,50
50,222,0.5,0.6,13,27,False,ConstantRate,barabasi,1,0,50
50,223,0.5,0.6,13,27,False,ConstantRate,barabasi,1,0,50
50,230,0.5,0.6,13,27,False,ConstantRate,barabasi,1,0,50
50,227,0.5,0.6,14,30,False,ConstantRate,barabasi,1,0,50
50,221,0.5,0.6,13,33,False,ConstantRate,barabasi,1,0,50
50,228,0.5,0.6,13,35,False,ConstantRate,barabasi,1,0,50
50,221,0.5,0.6,12,30,False,ConstantRate,barabasi,1,0,50
50,220,0.5,0.6,13,32,False,ConstantRate,barabasi,1,0,50
50,219,0.5,0.6,13,26,False,ConstantRate,barabasi,1,0,50
50,224,0.5,0.6,12,30,False,ConstantRate,barabasi,1,0,50
50,222,0.5,0.6,12,29,False,ConstantRate,barabasi,1,0,50
50,227,0.5,0.6,14,28,False,ConstantRate,barabasi,1,0,50
50,226,0.5,0.6,14,32,False,ConstantRate,barabasi,1,0,50
50,224,0.5,0.6,13,27,False,ConstantRate,barabasi,1,0,50
50,226,0.5,0.6,13,31,False,ConstantRate,barabasi,1,0,50
50,219,0.5,0.6,12,34,False,ConstantRate,barabasi,1,0,50
50,215,0.5,0.6,15,32,False,ConstantRate,barabasi,1,0,50
50,223,0.5,0.6,13,26,False,ConstantRate,barabasi,1,0,50
50,222,0.5,0.6,13,34,False,ConstantRate,barabasi,1,0,50
50,221,0.5,0.6,18,34,False,ConstantRate,barabasi,1,0,50
50,221,0.5,0.6,13,34,False,ConstantRate,barabasi,1,0,50
50,220,0.5,0.6,13,37,False,ConstantRate,barabasi,1,0,50
50,222,0.5,0.6,13,34,False,ConstantRate,barabasi,1,0,50
50,231,0.5,0.6,12,35,False,ConstantRate,barabasi,1,0,50
50,226,0.5,0.6,13,27,False,ConstantRate,barabasi,1,0,50
50,224,0.5,0.6,13,31,False,ConstantRate,barabasi,1,0,50
50,228,0.5,0.6,13,27,False,ConstantRate,barabasi,1,0,50
70,325,0.5,0.6,13,47,False,ConstantRate,barabasi,1,0,70
70,321,0.5,0.6,14,44,False,ConstantRate,barabasi,1,0,70
70,319,0.5,0.6,14,41,False,ConstantRate,barabasi,1,0,70
70,323,0.5,0.6,14,40,False,ConstantRate,barabasi,1,0,70
70,326,0.5,0.6,14,41,False,ConstantRate,barabasi,1,0,70
70,322,0.5,0.6,14,43,False,ConstantRate,barabasi,1,0,70
70,319,0.5,0.6,13,41,False,ConstantRate,barabasi,1,0,70
70,323,0.5,0.6,13,37,False,ConstantRate,barabasi,1,0,70
70,318,0.5,0.6,12,39,False,ConstantRate,barabasi,1,0,70
70,319,0.5,0.6,14,39,False,ConstantRate,barabasi,1,0,70
70,325,0.5,0.6,12,42,False,ConstantRate,barabasi,1,0,70
70,320,0.5,0.6,14,39,False,ConstantRate,barabasi,1,0,70
70,329,0.5,0.6,14,40,False,ConstantRate,barabasi,1,0,70
70,326,0.5,0.6,12,47,False,ConstantRate,barabasi,1,0,70
70,322,0.5,0.6,12,35,False,ConstantRate,barabasi,1,0,70
70,324,0.5,0.6,14,42,False,ConstantRate,barabasi,1,0,70
70,328,0.5,0.6,14,39,False,ConstantRate,barabasi,1,0,70
70,320,0.5,0.6,13,51,False,ConstantRate,barabasi,1,0,70
70,320,0.5,0.6,13,45,False,ConstantRate,barabasi,1,0,70
70,324,0.5,0.6,13,45,False,ConstantRate,barabasi,1,0,70
70,319,0.5,0.6,18,46,False,ConstantRate,barabasi,1,0,70
70,319,0.5,0.6,13,47,False,ConstantRate,barabasi,1,0,70
70,327,0.5,0.6,13,33,False,ConstantRate,barabasi,1,0,70
70,319,0.5,0.6,14,46,False,ConstantRate,barabasi,1,0,70
70,316,0.5,0.6,13,42,False,ConstantRate,barabasi,1,0,70
70,318,0.5,0.6,14,39,False,ConstantRate,barabasi,1,0,70
70,321,0.5,0.6,13,36,False,ConstantRate,barabasi,1,0,70
70,326,0.5,0.6,13,43,False,ConstantRate,barabasi,1,0,70
70,321,0.5,0.6,14,48,False,ConstantRate,barabasi,1,0,70
70,331,0.5,0.6,14,39,False,ConstantRate,barabasi,1,0,70
70,320,0.5,0.6,14,47,False,ConstantRate,barabasi,1,0,70
70,325,0.5,0.6,13,36,False,ConstantRate,barabasi,1,0,70
70,324,0.5,0.6,13,41,False,ConstantRate,barabasi,1,0,70
70,328,0.5,0.6,13,37,False,ConstantRate,barabasi,1,0,70
70,323,0.5,0.6,13,42,False,ConstantRate,barabasi,1,0,70
70,321,0.5,0.6,13,41,False,ConstantRate,barabasi,1,0,70
70,321,0.5,0.6,15,44,False,ConstantRate,barabasi,1,0,70
70,322,0.5,0.6,13,41,False,ConstantRate,barabasi,1,0,70
70,325,0.5,0.6,13,38,False,ConstantRate,barabasi,1,0,70
70,327,0.5,0.6,13,45,False,ConstantRate,barabasi,1,0,70
70,324,0.5,0.6,13,38,False,ConstantRate,barabasi,1,0,70
70,323,0.5,0.6,13,42,False,ConstantRate,barabasi,1,0,70
70,326,0.5,0.6,13,40,False,ConstantRate,barabasi,1,0,70
70,324,0.5,0.6,14,41,False,ConstantRate,barabasi,1,0,70
70,328,0.5,0.6,13,38,False,ConstantRate,barabasi,1,0,70
70,320,0.5,0.6,13,49,False,ConstantRate,barabasi,1,0,70
70,318,0.5,0.6,14,45,False,ConstantRate,barabasi,1,0,70
70,327,0.5,0.6,14,44,False,ConstantRate,barabasi,1,0,70
70,320,0.5,0.6,13,41,False,ConstantRate,barabasi,1,0,70
70,320,0.5,0.6,13,43,False,ConstantRate,barabasi,1,0,70
70,319,0.5,0.6,12,42,False,ConstantRate,barabasi,1,0,70
70,320,0.5,0.6,14,38,False,ConstantRate,barabasi,1,0,70
70,323,0.5,0.6,13,35,False,ConstantRate,barabasi,1,0,70
70,321,0.5,0.6,13,43,False,ConstantRate,barabasi,1,0,70
70,328,0.5,0.6,15,44,False,ConstantRate,barabasi,1,0,70
70,320,0.5,0.6,14,43,False,ConstantRate,barabasi,1,0,70
70,319,0.5,0.6,14,42,False,ConstantRate,barabasi,1,0,70
70,320,0.5,0.6,13,48,False,ConstantRate,barabasi,1,0,70
70,326,0.5,0.6,13,46,False,ConstantRate,barabasi,1,0,70
70,331,0.5,0.6,13,43,False,ConstantRate,barabasi,1,0,70
70,319,0.5,0.6,13,49,False,ConstantRate,barabasi,1,0,70
70,325,0.5,0.6,13,43,False,ConstantRate,barabasi,1,0,70
70,324,0.5,0.6,13,46,False,ConstantRate,barabasi,1,0,70
70,323,0.5,0.6,13,47,False,ConstantRate,barabasi,1,0,70
70,321,0.5,0.6,13,43,False,ConstantRate,barabasi,1,0,70
70,321,0.5,0.6,14,50,False,ConstantRate,barabasi,1,0,70
70,321,0.5,0.6,14,41,False,ConstantRate,barabasi,1,0,70
70,320,0.5,0.6,13,44,False,ConstantRate,barabasi,1,0,70
70,327,0.5,0.6,13,46,False,ConstantRate,barabasi,1,0,70
70,323,0.5,0.6,13,45,False,ConstantRate,barabasi,1,0,70
70,326,0.5,0.6,13,41,False,ConstantRate,barabasi,1,0,70
70,326,0.5,0.6,13,39,False,ConstantRate,barabasi,1,0,70
70,327,0.5,0.6,13,38,False,ConstantRate,barabasi,1,0,70
70,322,0.5,0.6,13,44,False,ConstantRate,barabasi,1,0,70
70,323,0.5,0.6,13,42,False,ConstantRate,barabasi,1,0,70
70,330,0.5,0.6,13,46,False,ConstantRate,barabasi,1,0,70
70,327,0.5,0.6,13,48,False,ConstantRate,barabasi,1,0,70
70,321,0.5,0.6,13,43,False,ConstantRate,barabasi,1,0,70
70,328,0.5,0.6,13,38,False,ConstantRate,barabasi,1,0,70
70,321,0.5,0.6,15,44,False,ConstantRate,barabasi,1,0,70
70,320,0.5,0.6,13,44,False,ConstantRate,barabasi,1,0,70
70,319,0.5,0.6,15,51,False,ConstantRate,barabasi,1,0,70
70,324,0.5,0.6,14,42,False,ConstantRate,barabasi,1,0,70
70,322,0.5,0.6,13,40,False,ConstantRate,barabasi,1,0,70
70,327,0.5,0.6,13,39,False,ConstantRate,barabasi,1,0,70
70,326,0.5,0.6,13,44,False,ConstantRate,barabasi,1,0,70
70,324,0.5,0.6,13,48,False,ConstantRate,barabasi,1,0,70
70,326,0.5,0.6,14,47,False,ConstantRate,barabasi,1,0,70
70,319,0.5,0.6,13,44,False,ConstantRate,barabasi,1,0,70
70,315,0.5,0.6,14,43,False,ConstantRate,barabasi,1,0,70
70,323,0.5,0.6,14,37,False,ConstantRate,barabasi,1,0,70
70,322,0.5,0.6,13,46,False,ConstantRate,barabasi,1,0,70
70,321,0.5,0.6,13,41,False,ConstantRate,barabasi,1,0,70
70,321,0.5,0.6,13,40,False,ConstantRate,barabasi,1,0,70
70,320,0.5,0.6,13,37,False,ConstantRate,barabasi,1,0,70
70,322,0.5,0.6,15,43,False,ConstantRate,barabasi,1,0,70
70,331,0.5,0.6,13,44,False,ConstantRate,barabasi,1,0,70
70,326,0.5,0.6,14,43,False,ConstantRate,barabasi,1,0,70
70,324,0.5,0.6,13,44,False,ConstantRate,barabasi,1,0,70
70,328,0.5,0.6,13,34,False,ConstantRate,barabasi,1,0,70
30,125,0.5,0.6,13,17,False,ConstantRate,random,1,0,30
30,121,0.5,0.6,13,12,False,ConstantRate,random,1,0,30
30,119,0.5,0.6,13,19,False,ConstantRate,random,1,0,30
30,123,0.5,0.6,12,15,False,ConstantRate,random,1,0,30
30,126,0.5,0.6,13,19,False,ConstantRate,random,1,0,30
30,122,0.5,0.6,13,20,False,ConstantRate,random,1,0,30
30,119,0.5,0.6,13,21,False,ConstantRate,random,1,0,30
30,123,0.5,0.6,13,19,False,ConstantRate,random,1,0,30
30,118,0.5,0.6,13,20,False,ConstantRate,random,1,0,30
30,119,0.5,0.6,13,16,False,ConstantRate,random,1,0,30
30,125,0.5,0.6,13,17,False,ConstantRate,random,1,0,30
30,120,0.5,0.6,13,16,False,ConstantRate,random,1,0,30
30,129,0.5,0.6,13,18,False,ConstantRate,random,1,0,30
30,126,0.5,0.6,12,16,False,ConstantRate,random,1,0,30
30,122,0.5,0.6,13,22,False,ConstantRate,random,1,0,30
30,124,0.5,0.6,13,17,False,ConstantRate,random,1,0,30
30,128,0.5,0.6,14,17,False,ConstantRate,random,1,0,30
30,120,0.5,0.6,13,23,False,ConstantRate,random,1,0,30
30,120,0.5,0.6,13,20,False,ConstantRate,random,1,0,30
30,124,0.5,0.6,13,17,False,ConstantRate,random,1,0,30
30,119,0.5,0.6,13,20,False,ConstantRate,random,1,0,30
30,119,0.5,0.6,15,16,False,ConstantRate,random,1,0,30
30,127,0.5,0.6,13,17,False,ConstantRate,random,1,0,30
30,119,0.5,0.6,13,22,False,ConstantRate,random,1,0,30
30,116,0.5,0.6,13,18,False,ConstantRate,random,1,0,30
30,118,0.5,0.6,13,21,False,ConstantRate,random,1,0,30
30,121,0.5,0.6,13,18,False,ConstantRate,random,1,0,30
30,126,0.5,0.6,13,20,False,ConstantRate,random,1,0,30
30,121,0.5,0.6,12,17,False,ConstantRate,random,1,0,30
30,131,0.5,0.6,12,15,False,ConstantRate,random,1,0,30
30,120,0.5,0.6,14,23,False,ConstantRate,random,1,0,30
30,125,0.5,0.6,13,17,False,ConstantRate,random,1,0,30
30,124,0.5,0.6,13,15,False,ConstantRate,random,1,0,30
30,128,0.5,0.6,13,16,False,ConstantRate,random,1,0,30
30,123,0.5,0.6,13,22,False,ConstantRate,random,1,0,30
30,121,0.5,0.6,13,23,False,ConstantRate,random,1,0,30
30,121,0.5,0.6,13,18,False,ConstantRate,random,1,0,30
30,122,0.5,0.6,13,17,False,ConstantRate,random,1,0,30
30,125,0.5,0.6,14,18,False,ConstantRate,random,1,0,30
30,127,0.5,0.6,13,19,False,ConstantRate,random,1,0,30
30,124,0.5,0.6,13,20,False,ConstantRate,random,1,0,30
30,123,0.5,0.6,12,22,False,ConstantRate,random,1,0,30
30,126,0.5,0.6,12,19,False,ConstantRate,random,1,0,30
30,124,0.5,0.6,13,19,False,ConstantRate,random,1,0,30
30,128,0.5,0.6,12,17,False,ConstantRate,random,1,0,30
30,120,0.5,0.6,13,18,False,ConstantRate,random,1,0,30
30,118,0.5,0.6,12,18,False,ConstantRate,random,1,0,30
30,127,0.5,0.6,13,17,False,ConstantRate,random,1,0,30
30,120,0.5,0.6,12,16,False,ConstantRate,random,1,0,30
30,120,0.5,0.6,14,17,False,ConstantRate,random,1,0,30
30,119,0.5,0.6,13,21,False,ConstantRate,random,1,0,30
30,120,0.5,0.6,12,15,False,ConstantRate,random,1,0,30
30,123,0.5,0.6,12,15,False,ConstantRate,random,1,0,30
30,121,0.5,0.6,13,22,False,ConstantRate,random,1,0,30
30,128,0.5,0.6,12,16,False,ConstantRate,random,1,0,30
30,120,0.5,0.6,13,22,False,ConstantRate,random,1,0,30
30,119,0.5,0.6,13,17,False,ConstantRate,random,1,0,30
30,120,0.5,0.6,13,15,False,ConstantRate,random,1,0,30
30,126,0.5,0.6,13,18,False,ConstantRate,random,1,0,30
30,131,0.5,0.6,12,20,False,ConstantRate,random,1,0,30
30,119,0.5,0.6,12,19,False,ConstantRate,random,1,0,30
30,125,0.5,0.6,13,18,False,ConstantRate,random,1,0,30
30,124,0.5,0.6,13,14,False,ConstantRate,random,1,0,30
30,123,0.5,0.6,13,15,False,ConstantRate,random,1,0,30
30,121,0.5,0.6,12,19,False,ConstantRate,random,1,0,30
30,121,0.5,0.6,13,18,False,ConstantRate,random,1,0,30
30,121,0.5,0.6,13,21,False,ConstantRate,random,1,0,30
30,120,0.5,0.6,13,18,False,ConstantRate,random,1,0,30
30,127,0.5,0.6,12,20,False,ConstantRate,random,1,0,30
30,123,0.5,0.6,14,15,False,ConstantRate,random,1,0,30
30,126,0.5,0.6,12,16,False,ConstantRate,random,1,0,30
30,126,0.5,0.6,13,19,False,ConstantRate,random,1,0,30
30,127,0.5,0.6,14,23,False,ConstantRate,random,1,0,30
30,122,0.5,0.6,13,18,False,ConstantRate,random,1,0,30
30,123,0.5,0.6,12,16,False,ConstantRate,random,1,0,30
30,130,0.5,0.6,13,16,False,ConstantRate,random,1,0,30
30,127,0.5,0.6,13,16,False,ConstantRate,random,1,0,30
30,121,0.5,0.6,13,18,False,ConstantRate,random,1,0,30
30,128,0.5,0.6,13,17,False,ConstantRate,random,1,0,30
30,121,0.5,0.6,13,19,False,ConstantRate,random,1,0,30
30,120,0.5,0.6,14,19,False,ConstantRate,random,1,0,30
30,119,0.5,0.6,12,18,False,ConstantRate,random,1,0,30
30,124,0.5,0.6,14,17,False,ConstantRate,random,1,0,30
30,122,0.5,0.6,12,20,False,ConstantRate,random,1,0,30
30,127,0.5,0.6,13,18,False,ConstantRate,random,1,0,30
30,126,0.5,0.6,12,20,False,ConstantRate,random,1,0,30
30,124,0.5,0.6,12,16,False,ConstantRate,random,1,0,30
30,126,0.5,0.6,13,15,False,ConstantRate,random,1,0,30
30,119,0.5,0.6,13,16,False,ConstantRate,random,1,0,30
30,115,0.5,0.6,13,14,False,ConstantRate,random,1,0,30
30,123,0.5,0.6,13,21,False,ConstantRate,random,1,0,30
